lgacode,lganame,statecode,source,statename,capitalcity,geozone,longitude,latitude
27016,Mashegu,NI,EHA_ABRAHAM,Niger,Minna,North Central,5.313928604,10.2461462
604,Gada,SO,EHA-SAMUEL,Sokoto,Sokoto,North West,5.767561779,13.78546157
27022,Shiroro,NI,EHA-OLUSEYE,Niger,Minna,North Central,6.765357494,10.64364052
27005,Bosso,NI,EHA_ABRAHAM,Niger,Minna,North Central,6.609087944,9.758201599
11007,Ikwo,EB,WHO,Ebonyi,Abakaliki,South East,8.36233902,6.176262379
27019,Paikoro,NI,EHA-OLUSEYE,Niger,Minna,North Central,7.214709759,9.748949051
103,Bama,BR,EHA-SAMUEL,Borno,Maiduguri,North East,14.26498781,11.78649225
516,Sakaba,KB,EHA-TOSIN,Kebbi,Birnin Kebbi,North West,5.38190003,11.4045414
521,Zuru,KB,EHA-OLUSEYE,Kebbi,Birnin Kebbi,North West,5.469035147,11.66519901
27021,Rijau,NI,EHA_ABRAHAM,Niger,Minna,North Central,4.935756771,11.36634613
105,Biu,BR,Abraham.Oluseye,Borno,Maiduguri,North East,12.15308488,11.11953763
708,Gulani,YO,Abraham.Oluseye,Yobe,Damaturu,North East,11.72027409,11.20903917
31024,Olorunsogo,OY,EHA-OLUSEYE,Oyo,Ibandan,South West,4.334852219,8.980800629
124,Maiduguri,BR,Oluseye.Abraham,Borno,Maiduguri,North East,13.1113298,11.8865442
31032,Saki West,OY,WHO,Oyo,Ibandan,South West,3.532136584,8.585904094
31031,Saki East,OY,WHO,Oyo,Ibandan,South West,3.874278636,8.555566758
31018,Iwajowa,OY,WHO,Oyo,Ibandan,South West,3.261380527,8.092625925
31025,Oluyole,OY,WHO,Oyo,Ibandan,South West,3.998963495,7.126570829
31008,Ibadan North West,OY,WHO,Oyo,Ibandan,South West,3.896503283,7.380866335
31005,Egbeda,OY,WHO,Oyo,Ibandan,South West,4.134980679,7.36374855
31030,Oyo West,OY,EHA-OLUSEYE,Oyo,Ibandan,South West,3.936362997,7.828680628
31029,Oyo East,OY,WHO,Oyo,Ibandan,South West,4.087938637,7.9421725
127,Shani,BR,Oluseye.Abraham,Borno,Maiduguri,North East,12.25715292,10.35977755
31003,Atiba,OY,WHO,Oyo,Ibandan,South West,3.833416069,8.194149316
31011,Ibarapa Central,OY,WHO,Oyo,Ibandan,South West,3.388261094,7.45483045
31016,Iseyin,OY,EHA-OLUSEYE,Oyo,Ibandan,South West,3.687716296,8.405640959
118,Kwaya Kusar,BR,EHA-SAMUEL,Borno,Maiduguri,North East,11.83904275,10.66492123
31019,Kajola,OY,EHA-OLUSEYE,Oyo,Ibandan,South West,3.384768713,7.863815748
31013,Ibarapa North,OY,EHA-OLUSEYE,Oyo,Ibandan,South West,3.144385379,7.850050388
31017,Itesiwaju,OY,EHA-OLUSEYE,Oyo,Ibandan,South West,3.62950798,8.302296314
31004,Atisbo,OY,WHO,Oyo,Ibandan,South West,3.810453537,8.546600336
2006,Guyuk,AD,Oluseye.Abraham,Adamawa,Yola,North East,11.99121687,10.03531354
2017,Shelleng,AD,Oluseye.Abraham,Adamawa,Yola,North East,12.21273201,10.28077955
7021,Ukum,BE,GRID,Benue,Makurdi,North Central,9.831608679,7.22761802
2001,Demsa,AD,abraham.oluseye,Adamawa,Yola,North East,12.22725033,9.655853703
2014,Mubi North,AD,Oluseye.Abraham,Adamawa,Yola,North East,13.34390528,10.51796526
2012,Mayo-Belwa,AD,Oluseye.Abraham,Adamawa,Yola,North East,12.14547787,9.240169268
2015,Mubi South,AD,Oluseye.Abraham,Adamawa,Yola,North East,13.3112274,10.28537498
25013,Kosofe,LA,NGA_TEAMGIS,Lagos,Lagos,South West,3.382838833,6.61295666
2007,Hong,AD,Oluseye.Abraham,Adamawa,Yola,North East,12.78855228,10.57714271
2010,Madagali,AD,Oluseye.Abraham,Adamawa,Yola,North East,13.58546628,10.94946098
2011,Maiha,AD,Oluseye.Abraham,Adamawa,Yola,North East,13.19180538,10.12100669
2018,Song,AD,Oluseye.Abraham,Adamawa,Yola,North East,12.78197491,10.08874875
18008,Gwaram,JI,EHA-MICHAEL,Jigawa,Dutse,North West,9.863461714,11.4605263
2016,Numan,AD,Oluseye.Abraham,Adamawa,Yola,North East,12.0709388,9.626094135
2021,Yola South,AD,abraham.oluseye,Adamawa,Yola,North East,12.3193016,9.438206673
7003,Apa,BE,GRID,Benue,Makurdi,North Central,7.804049373,7.415688859
5005,Darazo,BA,EHA-OLUSEYE,Bauchi,Bauchi,North East,10.87565421,11.4522471
17002,Ahiazu-Mbaise,IM,GRID,Imo,Owerri,South East,7.202930923,5.513211118
7012,Logo,BE,GRID,Benue,Makurdi,North Central,9.495625551,7.570198543
30016,Ifelodun,OS,GRID,Osun,Oshogbo,South West,4.604034761,7.88774187
17009,Isiala Mbano,IM,GRID,Imo,Owerri,South East,7.223504091,5.622207969
30025,Odo Otin,OS,GRID,Osun,Oshogbo,South West,4.700816227,8.00688432
9016,Ogoja,CR,GRID,Cross River,Calabar,South South,8.919382745,6.52616737
9002,Akamkpa,CR,GRID,Cross River,Calabar,South South,8.826062349,5.19668349
7001,Ado,BE,GRID,Benue,Makurdi,North Central,7.975701577,6.712410001
30009,Egbedore,OS,GRID,Osun,Oshogbo,South West,4.477162057,7.743253536
17016,Obowo,IM,GRID,Imo,Owerri,South East,7.129805857,5.483247115
17025,Owerri North,IM,GRID,Imo,Owerri,South East,7.04150084,5.450942547
7013,Makurdi,BE,GRID,Benue,Makurdi,North Central,8.693264768,7.753142857
9009,Calabar South,CR,GRID,Cross River,Calabar,South South,8.307808533,4.818596522
30011,Ife Central,OS,GRID,Osun,Oshogbo,South West,4.563419813,7.481608153
7009,Katsina-Ala,BE,GRID,Benue,Makurdi,North Central,9.316120778,7.047910645
30001,Ayedade,OS,GRID,Osun,Oshogbo,South West,4.081502616,7.201085252
9017,Yakurr,CR,GRID,Cross River,Calabar,South South,8.241880852,5.892811376
30007,Ede North,OS,GRID,Osun,Oshogbo,South West,4.539893428,7.657129933
17014,Nkwerre,IM,GRID,Imo,Owerri,South East,7.120646002,5.740142628
17023,Oru West,IM,GRID,Imo,Owerri,South East,6.915669389,5.749182865
9007,Boki,CR,GRID,Cross River,Calabar,South South,8.991571122,5.934950435
9011,Ikom,CR,GRID,Cross River,Calabar,South South,8.787847384,6.001294186
7019,Oturkpo,BE,GRID,Benue,Makurdi,North Central,7.939220917,7.061798187
7002,Agatu,BE,GRID,Benue,Makurdi,North Central,8.238116329,7.826932786
30004,Atakunmosa West,OS,GRID,Osun,Oshogbo,South West,4.703222254,7.521707663
30028,Oriade,OS,GRID,Osun,Oshogbo,South West,4.844862304,7.375388281
17015,Nwangele,IM,GRID,Imo,Owerri,South East,7.15646399,5.714113487
17022,Oru East,IM,GRID,Imo,Owerri,South East,6.97159354,5.745174539
7022,Ushongo,BE,GRID,Benue,Makurdi,North Central,8.97669075,6.960110025
30021,Irewole,OS,GRID,Osun,Oshogbo,South West,4.249217805,7.341335638
17012,Ngor-Okpala,IM,GRID,Imo,Owerri,South East,7.278185332,5.274221947
30015,Ifedayo,OS,GRID,Osun,Oshogbo,South West,4.94627908,7.901821934
7005,Gboko,BE,GRID,Benue,Makurdi,North Central,8.733458568,7.178889867
17004,Ezinihitte,IM,GRID,Imo,Owerri,South East,7.321686809,5.402453323
30005,Boluwaduro,OS,GRID,Osun,Oshogbo,South West,4.770725989,7.862333828
9013,Obubra,CR,GRID,Cross River,Calabar,South South,8.487481713,6.037172651
30022,Isokan,OS,GRID,Osun,Oshogbo,South West,4.249217805,7.341335638
17013,Njaba,IM,GRID,Imo,Owerri,South East,6.999910267,5.683275547
7014,Obi,BE,GRID,Benue,Makurdi,North Central,8.403315047,6.977395675
30014,Ife South,OS,GRID,Osun,Oshogbo,South West,4.537518396,7.022688826
7004,Buruku,BE,GRID,Benue,Makurdi,North Central,9.246346972,7.243282581
30030,Osogbo,OS,GRID,Osun,Oshogbo,South West,4.261442958,7.283399573
17007,Ihitte/Uboma,IM,GRID,Imo,Owerri,South East,7.43041845,5.614432421
30002,Ayedire,OS,GRID,Osun,Oshogbo,South West,4.306103934,7.591602447
17020,Orlu,IM,GRID,Imo,Owerri,South East,7.069234651,5.74988042
7020,Tarka,BE,GRID,Benue,Makurdi,North Central,8.898562431,7.690912033
30023,Iwo,OS,GRID,Osun,Oshogbo,South West,4.683547878,7.952640324
17010,Isu,IM,GRID,Imo,Owerri,South East,7.025136646,5.65233119
7015,Ogbadibo,BE,GRID,Benue,Makurdi,North Central,7.661678929,6.865325858
30017,Ila,OS,GRID,Osun,Oshogbo,South West,4.921879232,7.861858931
7007,Gwer East,BE,GRID,Benue,Makurdi,North Central,8.492010544,7.210239589
17006,Ideato South,IM,GRID,Imo,Owerri,South East,7.159562035,5.750799588
30003,Atakunmosa East,OS,GRID,Osun,Oshogbo,South West,4.73561958,7.279267189
17018,Ohaji/Egbema,IM,GRID,Imo,Owerri,South East,6.982314963,5.341690961
9003,Akpabuyo,CR,GRID,Cross River,Calabar,South South,8.343891188,4.74669435
7011,Kwande,BE,GRID,Benue,Makurdi,North Central,9.357876778,6.642769814
9014,Obudu,CR,GRID,Cross River,Calabar,South South,9.022545815,6.655412197
7023,Vandeikya,BE,GRID,Benue,Makurdi,North Central,9.131966912,6.677440132
9005,Bekwarra,CR,GRID,Cross River,Calabar,South South,8.854455401,6.57046588
30027,Olorunda,OS,GRID,Osun,Oshogbo,South West,4.564019135,7.781330634
9018,Yala,CR,GRID,Cross River,Calabar,South South,8.456825256,6.42674601
7017,Oju,BE,GRID,Benue,Makurdi,North Central,8.282802185,6.693612149
7010,Konshisha,BE,GRID,Benue,Makurdi,North Central,8.629331589,6.862483025
9012,Obanliku,CR,GRID,Cross River,Calabar,South South,9.193312856,6.509837925
30029,Orolu,OS,GRID,Osun,Oshogbo,South West,4.488870836,7.900565462
30020,Irepodun,OS,WHO,Osun,Oshogbo,South West,4.523242715,7.887693761
32005,Jos North,PL,GRID,Plateau,Jos,North Central,8.974254228,9.939820554
32004,Jos East,PL,GRID,Plateau,Jos,North Central,8.969094276,9.960017204
7016,Ohimini,BE,GRID,Benue,Makurdi,North Central,8.094030477,7.244026191
32002,Bassa,PL,GRID,Plateau,Jos,North Central,8.700769697,10.22204276
32001,Barkin Ladi,PL,GRID,Plateau,Jos,North Central,8.890836716,9.693995476
32007,Kanam,PL,GRID,Plateau,Jos,North Central,9.854933971,9.603130806
32010,Langtang South,PL,GRID,Plateau,Jos,North Central,9.659378583,8.574259052
32003,Bokkos,PL,GRID,Plateau,Jos,North Central,8.767849475,9.273355411
32015,Riyom,PL,GRID,Plateau,Jos,North Central,8.574190979,9.64840948
1015,Umu-Nneochi,AB,GRID,Abia,Umuahia,South East,7.39031775,5.882975452
715,Tarmuwa,YO,Abraham.Oluseye,Yobe,Damaturu,North East,11.72713702,12.51271268
32017,Wase,PL,GRID,Plateau,Jos,North Central,9.931223669,9.150093035
32012,Mikang,PL,GRID,Plateau,Jos,North Central,9.738568489,9.032803383
32008,Kanke,PL,GRID,Plateau,Jos,North Central,9.548303972,9.368395548
32009,Langtang North,PL,GRID,Plateau,Jos,North Central,9.699915945,9.18054403
13002,Efon,EK,GRID,Ekiti,Ado,South West,4.888126865,7.692983631
32006,Jos South,PL,GRID,Plateau,Jos,North Central,8.880113323,9.675901955
18017,Malam Madori,JI,EHA-OLUSEYE,Jigawa,Dutse,North West,10.18838107,12.69538705
18013,Auyo,JI,EHA-OLUSEYE,Jigawa,Dutse,North West,10.03080789,12.44048824
32013,Pankshin,PL,GRID,Plateau,Jos,North Central,9.322808098,9.37979265
18011,Hadejia,JI,EHA-OLUSEYE,Jigawa,Dutse,North West,10.06633866,12.50028386
18005,Guri,JI,EHA-OLUSEYE,Jigawa,Dutse,North West,10.47194733,12.79355975
701,Bade,YO,EHA-SAMUEL,Yobe,Damaturu,North East,11.07832538,12.87795279
18024,Garki,JI,EHA-OLUSEYE,Jigawa,Dutse,North West,9.008891935,12.58667952
18002,Taura,JI,EHA-OLUSEYE,Jigawa,Dutse,North West,9.60247149,12.33105192
32011,Mangu,PL,GRID,Plateau,Jos,North Central,9.031328101,9.469105349
13001,Ado-Ekiti,EK,GRID,Ekiti,Ado,South West,5.205044291,7.66965739
16005,Funakaye,GO,GRID,Gombe,Gombe,North East,11.53150559,10.92327213
16006,Gombe,GO,GRID,Gombe,Gombe,North East,11.13779354,10.317873
16010,Shomgom,GO,GRID,Gombe,Gombe,North East,11.3693216,9.685925878
16004,Dukku,GO,GRID,Gombe,Gombe,North East,11.02867603,11.09897995
7018,Okpokwu,BE,GRID,Benue,Makurdi,North Central,7.661678929,6.865325858
115,Kala/Balge,BR,Oluseye.Abraham,Borno,Maiduguri,North East,14.35135802,12.36369004
113,Jere,BR,Oluseye.Abraham,Borno,Maiduguri,North East,13.22025648,12.0164048
1016,Umuahia North,AB,GRID,Abia,Umuahia,South East,7.570559609,5.521924816
116,Konduga,BR,Oluseye.Abraham,Borno,Maiduguri,North East,12.95859989,11.91329551
119,Mafa,BR,Oluseye.Abraham,Borno,Maiduguri,North East,13.38403606,12.23348346
23003,Ankpa,KO,EHA-OLUSEYE,Kogi,Lokoja,North Central,7.752448082,7.647782803
1007,Isiala-Ngwa South,AB,GRID,Abia,Umuahia,South East,7.270877594,5.211813513
1017,Umuahia South,AB,GRID,Abia,Umuahia,South East,7.487232323,5.491874735
1009,Obi Nwga,AB,GRID,Abia,Umuahia,South East,7.482319044,5.048153384
1003,Arochukwu,AB,GRID,Abia,Umuahia,South East,7.987059643,5.364329695
1008,Isuikwuato,AB,GRID,Abia,Umuahia,South East,7.514269179,5.70337185
1010,Ohafia,AB,GRID,Abia,Umuahia,South East,7.912912405,5.525071922
1012,Ugwunagbo,AB,GRID,Abia,Umuahia,South East,7.311168633,4.968926043
1013,Ukwa East,AB,GRID,Abia,Umuahia,South East,7.477078305,4.90838669
1006,Isiala-Ngwa North,AB,GRID,Abia,Umuahia,South East,7.359950492,5.341840464
1011,Osisioma Ngwa,AB,GRID,Abia,Umuahia,South East,7.321162168,5.112899097
1004,Bende,AB,GRID,Abia,Umuahia,South East,7.695071829,5.675114012
1014,Ukwa West,AB,GRID,Abia,Umuahia,South East,7.293948572,4.875077642
1005,Ikwuano,AB,GRID,Abia,Umuahia,South East,7.639547222,5.3224775
107,Damboa,BR,Oluseye.Abraham,Borno,Maiduguri,North East,12.4407472,11.38978797
111,Gwoza,BR,Oluseye.Abraham,Borno,Maiduguri,North East,13.76466794,11.33477916
13006,Emure,EK,GRID,Ekiti,Ado,South West,5.566870837,7.404347401
26006,Keffi,NA,GRID,Nasarawa,Lafia,North Central,7.77609176,8.779932634
102,Askira/Uba,BR,Oluseye.Abraham,Borno,Maiduguri,North East,13.27451224,10.88961082
13011,Ikole,EK,GRID,Ekiti,Ado,South West,5.445495843,7.87366673
13007,Gbonyin,EK,GRID,Ekiti,Ado,South West,5.432593924,7.549515253
13014,Ise/Orun,EK,GRID,Ekiti,Ado,South West,5.301251568,7.50058134
13012,Ilejemeje,EK,GRID,Ekiti,Ado,South West,5.185163869,7.963650382
26001,Akwanga,NA,GRID,Nasarawa,Lafia,North Central,8.337365486,9.177808762
26009,Nasarawa,NA,GRID,Nasarawa,Lafia,North Central,7.461713855,8.382608865
26012,Toto,NA,GRID,Nasarawa,Lafia,North Central,6.972080167,8.023789394
26010,Nasarawa Egon,NA,GRID,Nasarawa,Lafia,North Central,8.25566646,8.586561809
13009,Ijero,EK,GRID,Ekiti,Ado,South West,4.974511613,7.920686891
28004,Yewa North,OG,GRID,Ogun,Abeokuta,South West,2.841674088,7.362936827
1001,Aba North,AB,GRID,Abia,Umuahia,South East,7.321162168,5.112899097
28011,Ijebu Ode,OG,GRID,Ogun,Abeokuta,South West,3.909719997,6.815459705
28019,Remo North,OG,GRID,Ogun,Abeokuta,South West,3.726004394,7.08591047
28010,Ijebu North East,OG,GRID,Ogun,Abeokuta,South West,4.052132186,6.900234206
28005,Yewa South,OG,GRID,Ogun,Abeokuta,South West,2.850900326,6.777609188
28009,Ijebu North,OG,GRID,Ogun,Abeokuta,South West,3.918758534,7.083571795
28003,Ado Odo/Ota,OG,GRID,Ogun,Abeokuta,South West,3.095919401,6.731201352
28008,Ijebu East,OG,GRID,Ogun,Abeokuta,South West,4.054284019,6.742214839
28017,Odogbolu,OG,GRID,Ogun,Abeokuta,South West,3.717422273,6.756186366
28007,Ifo,OG,GRID,Ogun,Abeokuta,South West,3.278049835,6.73651864
28012,Ikenne,OG,GRID,Ogun,Abeokuta,South West,3.682922046,6.889080736
28014,Ipokia,OG,GRID,Ogun,Abeokuta,South West,2.728155428,6.621622494
28013,Imeko Afon,OG,GRID,Ogun,Abeokuta,South West,3.020134694,7.782099423
28002,Abeokuta South,OG,GRID,Ogun,Abeokuta,South West,3.358898014,7.128176532
28016,Odeda,OG,GRID,Ogun,Abeokuta,South West,3.717602999,7.339814117
28006,Ewekoro,OG,GRID,Ogun,Abeokuta,South West,3.111092275,7.029268668
28015,Obafemi Owode,OG,GRID,Ogun,Abeokuta,South West,3.404966924,7.14742224
28020,Shagamu,OG,GRID,Ogun,Abeokuta,South West,3.604207077,6.896315276
28018,Ogun Waterside,OG,GRID,Ogun,Abeokuta,South West,4.27831964,6.438326909
13013,Irepodun/Ifelodun,EK,GRID,Ekiti,Ado,South West,5.114948244,7.709401605
13005,Ekiti West,EK,GRID,Ekiti,Ado,South West,5.009728574,7.641324493
13016,Oye,EK,GRID,Ekiti,Ado,South West,5.278308751,7.87351593
13008,Ido-Osi,EK,GRID,Ekiti,Ado,South West,5.139663911,7.887526262
31010,Ibadan South West,OY,WHO,Oyo,Ibandan,South West,3.891466668,7.375849276
31009,Ibadan South East,OY,WHO,Oyo,Ibandan,South West,3.912904225,7.338990691
25015,Ojo,LA,EHA-OLUSEYE,Lagos,Lagos,South West,3.123824986,6.500810455
704,Fika,YO,EHA-MICHAEL,Yobe,Damaturu,North East,11.28821725,11.60938327
24002,Baruten,KW,eha_abraham,Kwara,Ilorin,North Central,3.823319197,10.05430603
16009,Nafada,GO,GRID,Gombe,Gombe,North East,11.20087576,11.17509038
16008,Kwami,GO,GRID,Gombe,Gombe,North East,11.14666653,10.6707449
24011,Kaiama,KW,eha_abraham,Kwara,Ilorin,North Central,4.607569406,9.082652256
16002,Balanga,GO,GRID,Gombe,Gombe,North East,11.74742227,10.08964054
602,Bodinga,SO,EHA-SAMUEL,Sokoto,Sokoto,North West,5.187821469,12.94958087
603,Dange Shuni,SO,EHA-OLUSEYE,Sokoto,Sokoto,North West,5.345481271,12.98795245
614,Shagari,SO,Oluseye.Abraham,Sokoto,Sokoto,North West,5.199791001,12.67721807
618,Tambuwal,SO,EHA-SAMUEL,Sokoto,Sokoto,North West,4.7871785,12.74767533
24003,Edu,KW,eha_abraham,Kwara,Ilorin,North Central,5.525417805,8.94010067
32014,Qua'an Pan,PL,GRID,Plateau,Jos,North Central,9.045992603,8.922930243
24016,Pategi,KW,eha_abraham,Kwara,Ilorin,North Central,5.521727864,8.673265352
32016,Shendam,PL,GRID,Plateau,Jos,North Central,9.74505043,8.388293266
1002,Aba South,AB,GRID,Abia,Umuahia,South East,7.369546005,5.064340961
28001,Abeokuta North,OG,GRID,Ogun,Abeokuta,South West,3.12212853,7.146478072
9015,Odukpani,CR,GRID,Cross River,Calabar,South South,8.222429918,4.934481283
26003,Doma,NA,GRID,Nasarawa,Lafia,North Central,8.009701052,8.136913899
11003,Afikpo South,EB,WHO,Ebonyi,Abakaliki,South East,7.775055087,5.90324335
25009,Ibeju Lekki,LA,NGA_TEAMGIS,Lagos,Lagos,South West,3.719056013,6.560008073
25006,Badagry,LA,NGA_TEAMGIS,Lagos,Lagos,South West,2.846748263,6.446622242
25020,Lagos Island,LA,EHA-SAMUEL,Lagos,Lagos,South West,3.380981956,6.465247588
25008,Eti Osa,LA,NGA_TEAMGIS,Lagos,Lagos,South West,3.410869535,6.457313613
25007,Epe,LA,NGA_TEAMGIS,Lagos,Lagos,South West,3.940837844,6.680290525
25012,Ikorodu,LA,NGA_TEAMGIS,Lagos,Lagos,South West,3.453973272,6.645920242
123,Monguno,BR,Oluseye.Abraham,Borno,Maiduguri,North East,14.15253603,12.7702746
101,Abadam,BR,EHA-OLUSEYE,Borno,Maiduguri,North East,13.34060672,13.71925861
117,Kukawa,BR,Oluseye.Abraham,Borno,Maiduguri,North East,13.98953527,13.21382494
17021,Orsu,IM,GRID,Imo,Owerri,South East,7.001842735,5.824931784
110,Guzamala,BR,Oluseye.Abraham,Borno,Maiduguri,North East,13.26039983,13.02693502
126,Nganzai,BR,Oluseye.Abraham,Borno,Maiduguri,North East,13.15766566,12.7932002
109,Gubio,BR,Oluseye.Abraham,Borno,Maiduguri,North East,12.93096005,12.84411818
706,Geidam,YO,Abraham.Oluseye,Yobe,Damaturu,North East,12.39838761,12.90440535
16011,Yamaltu/Deba,GO,GRID,Gombe,Gombe,North East,11.57277901,10.57258816
4016,Ogbaru,AN,GRID,Anambra,Awka,South East,6.71629446,5.977274526
104,Bayo,BR,Abraham.Oluseye,Borno,Maiduguri,North East,11.83490478,10.66100758
4015,Nnewi South,AN,GRID,Anambra,Awka,South East,6.953992093,5.995355725
4009,Ekwusigo,AN,OSGOF,Anambra,Awka,South East,6.797476332,6.003704267
4008,Dunukofia,AN,GRID,Anambra,Awka,South East,6.923512916,6.166433951
4007,Ayamelum,AN,GRID,Anambra,Awka,South East,6.939525523,6.647024303
4012,Ihiala,AN,GRID,Anambra,Awka,South East,6.787339612,5.904295948
4005,Awka North,AN,GRID,Anambra,Awka,South East,6.97592412,6.339305972
4017,Onitsha North,AN,GRID,Anambra,Awka,South East,6.767510292,6.162496901
4006,Awka South,AN,OSGOF,Anambra,Awka,South East,7.033108859,6.220375467
4014,Nnewi North,AN,GRID,Anambra,Awka,South East,6.929240705,6.018340083
4019,Orumba North,AN,GRID,Anambra,Awka,South East,7.074681809,6.075374106
4001,Aguata,AN,GRID,Anambra,Awka,South East,7.000843244,6.03080586
4010,Idemili North,AN,GRID,Anambra,Awka,South East,6.883502958,6.161248256
4013,Njikoka,AN,GRID,Anambra,Awka,South East,6.96410363,6.162782746
4020,Orumba South,AN,WHO,Anambra,Awka,South East,7.339062691,6.042149544
17005,Ideato North,IM,GRID,Imo,Owerri,South East,7.137434773,5.849236605
703,Damaturu,YO,Abraham.Oluseye,Yobe,Damaturu,North East,12.1195158,12.13041496
707,Gujba,YO,Abraham.Oluseye,Yobe,Damaturu,North East,12.30111365,11.64490942
114,Kaga,BR,Abraham.Oluseye,Borno,Maiduguri,North East,12.60226087,11.99046686
120,Magumeri,BR,Abraham.Oluseye,Borno,Maiduguri,North East,12.60253955,12.4449224
25011,Ikeja,LA,EHA-OLUSEYE,Lagos,Lagos,South West,3.344242459,6.62166896
25010,Ifako/Ijaye,LA,EHA-OLUSEYE,Lagos,Lagos,South West,3.309451456,6.651375313
